21,0.956722027,0.762468386,0.678581075,0.611322897,0.660282944,0.678581075,0.513524562,0.969102808
22,0.948020972,0.792170621,0.666783237,0.575665068,0.648952864,0.666783237,0.500131153,0.958971515
23,0.932555461,0.491014924,0.565961929,0.667909589,0.537706121,0.565961929,0.394663112,0.975986232
24,0.937322706,0.821556842,0.684331832,0.586387298,0.662025012,0.684331832,0.520140146,0.947758975
25,0.942068736,0.917631404,0.59067646,0.435504752,0.609375541,0.59067646,0.419120552,0.943235005
26,0.939877561,0.663289001,0.612977486,0.569760273,0.582559343,0.612977486,0.441937662,0.961266835
27,0.952309371,0.789821374,0.697861065,0.625081691,0.677777425,0.697861065,0.535934413,0.964489446
28,0.940895866,0.762651697,0.654550608,0.573290307,0.630534628,0.654550608,0.48649218,0.955019723
29,0.947654261,0.755199454,0.64226834,0.558718605,0.622840772,0.64226834,0.473045123,0.960423878
30,0.951833556,0.723462313,0.670536288,0.624826147,0.646719496,0.670536288,0.504365995,0.968430292
31,0.966723239,0.798500469,0.684808818,0.599457232,0.675273791,0.684808818,0.520691461,0.97470018
32,0.954955146,0.808343933,0.68131821,0.588793359,0.667298614,0.68131821,0.516666125,0.964241633
33,0.936452903,0.599714007,0.621229091,0.64434535,0.587045049,0.621229091,0.450567303,0.968498579
34,0.921372288,0.623294328,0.552766764,0.49657757,0.514230925,0.552766764,0.381947257,0.946574546
35,0.95198812,0.774481988,0.694606161,0.629665874,0.673074801,0.694606161,0.532104672,0.965451356
36,0.925057583,0.658348947,0.652257067,0.646276892,0.610297347,0.652257067,0.48396252,0.956934049
37,0.938668323,0.648273247,0.650211736,0.652161853,0.616602728,0.650211736,0.481713876,0.966665116
38,0.944105346,0.675040123,0.677225713,0.679425501,0.646633608,0.677225713,0.51197375,0.969701093
39,0.941883865,0.651363126,0.673021178,0.696169042,0.64159487,0.673021178,0.507183059,0.971257617
40,0.944850891,0.616738728,0.663908538,0.718891244,0.636270771,0.663908538,0.496903511,0.976637036
,0.944,0.717,0.651,0.609,0.627,0.651,0.484,0.963
,0.011,0.099,0.042,0.066,0.044,0.042,0.044,0.010
